merchantpay_dig,account_usage,no_account_insufficient_funds,emergency_fund_source,female,received_public_pension,respondent_id,wages_mobile,survey_weight,account_ownership,mobile_money_activity,received_wages,saved_bank,saved_mobile_money,received_transfers,recieved_wages,made_utility_payment,received_acc_balance_info,store_money_account,agriculture_payment_account,ever_had_mobile_money_account,mobile_money_usage,utility_payment,economycode,no_mobile_account_lack_documentation,any_digital_payment,received_agriculture_payment,no_account_lack_of_trust,no_account_distance,credit_card_ownership,education_level,survey_year,borrowed_from_family_friends,no_account_too_expensive,agricultural_payment_mobile,no_account_documentation,borrowed_from_formal_bank,utility_payment_cash,mobile_money_send_recieve,sent_domestic_remittance_account,no_mobile_agents_far,applied_for_mobile_loan,financial_instituion_account,wages_card,utility_payment_bank,mobile_money_transaction,no_mobile_account_too_expensive,wage_payment_method,no_account_family_member,age,saved_money,recieved_agricultural_payment,borrowed_from_savings_club,borrowed_money,account_ownership,received_goverment_transfer,agri_payment_card,income_quintile,world_bank_region,account_transaction_activity,emergency_fund_access,debit_card_ownership,agri_payment_bank,mobile_money_account,utility_payment_mobile,agri_payment_mobile,financial_health_indicator,ever_had_bank_account,wages_bank_account,employment_status,debit_card_ownership,agriculture_payment_method,adult_population,emergency_funds,high_withdrawal_fee_wages,economy,codes_found,gender,age_group,education_original
1.0,1.0,,5.0,2,2.0,167625069,2.0,3.086994131,2.0,,1.0,1.0,,4.0,1.0,1.0,1.0,4.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,2.0,,,2.0,,36.0,1.0,2.0,,0.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,2.0,1.0,,0.0,1.0,,4.0,,1.0,1.0,2,,60882768.0,2.0,2.0,Thailand,False,Male,30_39,1.0
1.0,1.0,,1.0,1,2.0,167712938,,0.178470729,2.0,,4.0,2.0,,4.0,2.0,2.0,1.0,2.0,,,,4.0,THA,,1.0,4.0,,,2.0,3.0,2024,2.0,,,,2.0,,,,,2.0,1,,,,,,,48.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,4.0,,,2.0,1,,60882768.0,5.0,,Thailand,False,Female,40_49,3.0
1.0,1.0,,2.0,2,2.0,168062472,,0.135631464,1.0,,4.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,THA,,1.0,4.0,,,2.0,2.0,2024,1.0,,2.0,,2.0,,,1.0,,2.0,1,,1.0,,,,,62.0,0.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,1.0,,0.0,1.0,,3.0,,,2.0,1,,60882768.0,2.0,,Thailand,False,Male,60_69,2.0
0.0,2.0,,1.0,1,2.0,168262088,2.0,1.587124122,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,2.0,,2.0,,,1.0,,2.0,1,,,,,2.0,,60.0,1.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,1.0,,1.0,1.0,2,,60882768.0,4.0,2.0,Thailand,False,Female,60_69,1.0
0.0,2.0,,3.0,1,1.0,168270209,2.0,0.494374999,2.0,,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,1.0,,,2.0,1.0,2024,1.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,2.0,,65.0,1.0,1.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,2.0,1.0,1.0,0.0,2.0,2.0,2.0,,2.0,1.0,2,,60882768.0,2.0,,Thailand,False,Female,60_69,1.0
1.0,4.0,,1.0,1,2.0,168479264,,0.236583034,4.0,,4.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,55.0,0.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,1.0,2.0,,0.0,2.0,,4.0,,,2.0,1,,60882768.0,5.0,,Thailand,False,Female,50_59,1.0
1.0,1.0,,1.0,1,2.0,168620446,1.0,1.241863635,2.0,,1.0,2.0,,4.0,1.0,1.0,1.0,2.0,,,,1.0,THA,,1.0,4.0,,,2.0,3.0,2024,2.0,,,,2.0,,,,,2.0,1,,2.0,,,2.0,,29.0,0.0,2.0,,0.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,1.0,1.0,,1.0,1.0,,4.0,,2.0,1.0,1,,60882768.0,5.0,2.0,Thailand,False,Female,23_29,3.0
0.0,2.0,,2.0,1,1.0,168701953,,0.206097063,2.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,67.0,0.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,2.0,,1.0,,,1.0,2,,60882768.0,1.0,,Thailand,False,Female,60_69,1.0
0.0,3.0,,4.0,2,2.0,168960990,,0.135631464,2.0,,4.0,2.0,,4.0,2.0,1.0,2.0,2.0,,,,2.0,THA,,0.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,,,2.0,1,,2.0,,,,,74.0,0.0,2.0,,1.0,1,2.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,2.0,,4.0,,,2.0,1,,60882768.0,2.0,,Thailand,False,Male,70_plus,1.0
1.0,1.0,,4.0,1,2.0,169046177,,1.587124122,1.0,,4.0,1.0,,4.0,2.0,1.0,1.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,2.0,,,,,56.0,1.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),,3.0,2.0,,0.0,1.0,,1.0,,,1.0,1,,60882768.0,4.0,,Thailand,False,Female,50_59,1.0
0.0,2.0,,2.0,1,2.0,169100531,,0.42656637,2.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,67.0,0.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,1.0,,0.0,2.0,,4.0,,,2.0,1,,60882768.0,7.0,,Thailand,False,Female,60_69,1.0
1.0,1.0,,3.0,2,2.0,169152334,2.0,0.829940774,1.0,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,1.0,,2.0,,,1.0,,2.0,1,,2.0,,,2.0,,39.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,1.0,,1.0,2.0,,5.0,,1.0,1.0,2,,60882768.0,2.0,2.0,Thailand,False,Male,30_39,1.0
1.0,1.0,,3.0,2,2.0,169341741,1.0,3.424553462,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,2.0,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,1.0,,,,,1.0,1,,1.0,,,1.0,,21.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),,2.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,2,2.0,60882768.0,2.0,1.0,Thailand,False,Male,18_22,1.0
0.0,2.0,,1.0,1,2.0,169375397,,0.135631464,2.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,75.0,0.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,2.0,,1.0,,,1.0,1,,60882768.0,2.0,,Thailand,False,Female,70_plus,1.0
1.0,1.0,,4.0,1,2.0,169454578,,0.590556328,1.0,,4.0,2.0,,4.0,2.0,1.0,1.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,3.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,1.0,,,,,52.0,0.0,2.0,,0.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,3.0,1.0,,0.0,1.0,,4.0,,,1.0,1,,60882768.0,2.0,,Thailand,False,Female,50_59,3.0
0.0,2.0,,5.0,1,1.0,169600026,,0.55546348,2.0,,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,,,,,,70.0,0.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,1.0,,0.0,,,6.0,,,2.0,1,,60882768.0,7.0,,Thailand,False,Female,70_plus,1.0
1.0,1.0,,1.0,2,2.0,169617002,,1.225663054,1.0,,4.0,2.0,,4.0,2.0,1.0,1.0,1.0,,,,2.0,THA,,1.0,4.0,,,2.0,3.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,2.0,,,,,53.0,1.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,2.0,1.0,,0.0,2.0,,3.0,,,1.0,1,,60882768.0,3.0,,Thailand,False,Male,50_59,3.0
1.0,1.0,,4.0,1,2.0,169872961,,0.368087485,2.0,,4.0,1.0,,4.0,2.0,1.0,2.0,2.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,,,2.0,1,,2.0,,,,,49.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,2.0,,0.0,1.0,,1.0,,,1.0,2,,60882768.0,1.0,,Thailand,False,Female,40_49,1.0
0.0,,2.0,2.0,2,2.0,169907746,,0.454827199,,,4.0,2.0,,4.0,2.0,1.0,,,,,,2.0,THA,,0.0,4.0,2.0,2.0,,1.0,2024,2.0,2.0,,2.0,2.0,,,,,2.0,0,,2.0,,,,2.0,31.0,1.0,2.0,,0.0,0,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,2.0,,,0.0,2.0,,1.0,1.0,,1.0,2,,60882768.0,5.0,,Thailand,False,Male,30_39,1.0
0.0,6.0,,6.0,1,2.0,170003486,,0.960637316,6.0,,4.0,2.0,,4.0,2.0,1.0,2.0,1.0,,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,2.0,,,,,23.0,0.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,0.0,2.0,,4.0,,,1.0,2,,60882768.0,2.0,,Thailand,False,Female,23_29,1.0
1.0,6.0,,6.0,1,2.0,170066650,1.0,0.148864625,6.0,,1.0,2.0,,4.0,1.0,1.0,1.0,2.0,,,,1.0,THA,,1.0,4.0,,,2.0,2.0,2024,2.0,,,,1.0,,,1.0,,2.0,1,,1.0,,,2.0,,53.0,0.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,1,,60882768.0,2.0,1.0,Thailand,False,Female,50_59,2.0
1.0,1.0,,4.0,1,2.0,170342318,1.0,2.024825047,2.0,,1.0,1.0,,4.0,1.0,1.0,2.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,3.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,1.0,,,2.0,,33.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,2.0,,1.0,1.0,,3.0,,1.0,1.0,1,,60882768.0,1.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,4.0,2,2.0,170414841,1.0,2.076654795,2.0,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,,,2.0,1,,2.0,,,2.0,,33.0,1.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),,2.0,2.0,,1.0,1.0,,4.0,,1.0,1.0,1,,60882768.0,2.0,2.0,Thailand,False,Male,30_39,1.0
0.0,1.0,,5.0,1,2.0,170431192,2.0,1.136087653,2.0,,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,2.0,,20.0,1.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,2.0,1.0,,0.0,2.0,,5.0,,2.0,1.0,2,,60882768.0,2.0,,Thailand,False,Female,18_22,1.0
0.0,,,4.0,1,1.0,170638065,,0.405604548,,,4.0,2.0,,1.0,2.0,1.0,,,1.0,,,1.0,THA,,1.0,4.0,,,,2.0,2024,2.0,,1.0,,1.0,1.0,,1.0,,1.0,1,,2.0,,,,,55.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,1.0,,,1.0,1.0,,3.0,,,1.0,4,,60882768.0,4.0,,Thailand,False,Female,50_59,2.0
1.0,1.0,,4.0,1,2.0,170740997,2.0,0.814863526,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,3.0,2024,1.0,,,,1.0,,,,,1.0,1,,1.0,,,2.0,,46.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,1.0,,1.0,1.0,,3.0,,1.0,1.0,2,,60882768.0,3.0,2.0,Thailand,False,Female,40_49,3.0
1.0,1.0,,4.0,1,2.0,170792291,,2.567655768,2.0,,4.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,2.0,,2.0,,,,,2.0,1,,,,,,,30.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,1.0,,,1.0,1,,60882768.0,5.0,,Thailand,False,Female,30_39,1.0
0.0,,2.0,3.0,2,2.0,170879803,,0.848995482,,,4.0,2.0,,4.0,2.0,1.0,,,,,,2.0,THA,,0.0,4.0,2.0,2.0,,1.0,2024,2.0,2.0,,2.0,2.0,,,,,2.0,0,,2.0,,,,2.0,49.0,0.0,2.0,,0.0,0,2.0,,Q4,East Asia & Pacific (excluding high income),,2.0,,,0.0,2.0,,3.0,1.0,,1.0,2,,60882768.0,2.0,,Thailand,False,Male,40_49,1.0
0.0,1.0,,2.0,1,1.0,170940620,2.0,0.135631464,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,2.0,,67.0,0.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,2.0,1.0,,0.0,2.0,,4.0,,1.0,1.0,1,,60882768.0,2.0,2.0,Thailand,False,Female,60_69,1.0
0.0,2.0,,4.0,1,2.0,171155552,,1.858321468,2.0,,4.0,1.0,,3.0,2.0,1.0,2.0,2.0,2.0,,,2.0,THA,,0.0,2.0,,,2.0,1.0,2024,2.0,,2.0,,1.0,,,,,2.0,1,,2.0,,,,,48.0,1.0,1.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,1.0,1.0,2.0,0.0,2.0,2.0,4.0,,,1.0,1,2.0,60882768.0,4.0,,Thailand,False,Female,40_49,1.0
1.0,2.0,,1.0,1,2.0,171394565,,0.638928709,2.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,1.0,THA,,1.0,4.0,,,2.0,2.0,2024,1.0,,2.0,,1.0,,,,,2.0,1,,1.0,,,,,35.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,1.0,1.0,,1.0,1.0,,4.0,,,1.0,1,,60882768.0,4.0,,Thailand,False,Female,30_39,2.0
0.0,2.0,,3.0,1,2.0,171429292,2.0,0.38516286,2.0,,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,,,,2.0,,66.0,0.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,,1.0,,0.0,,,1.0,,2.0,1.0,2,,60882768.0,7.0,,Thailand,False,Female,60_69,1.0
0.0,3.0,,4.0,1,2.0,171537332,,3.424553462,2.0,,4.0,2.0,,4.0,2.0,1.0,1.0,2.0,,,,2.0,THA,,0.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,2.0,,2.0,1,,2.0,,,,,53.0,0.0,2.0,,0.0,1,2.0,,Q3,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,2.0,,4.0,,,1.0,1,,60882768.0,2.0,,Thailand,False,Female,50_59,1.0
0.0,,2.0,5.0,1,2.0,171600209,,0.135631464,,,4.0,2.0,,4.0,2.0,1.0,,,,,,2.0,THA,,0.0,4.0,3.0,2.0,,1.0,2024,2.0,3.0,,2.0,2.0,,,,,2.0,0,,2.0,,,,3.0,71.0,1.0,2.0,,0.0,0,2.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,,,0.0,2.0,,7.0,2.0,,2.0,2,,60882768.0,8.0,,Thailand,False,Female,70_plus,1.0
0.0,3.0,,3.0,1,2.0,172046909,,1.603433515,3.0,,4.0,2.0,,4.0,2.0,1.0,2.0,1.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,,,2.0,,,,,2.0,1,,1.0,,,,,48.0,1.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,0.0,2.0,,4.0,,,1.0,1,,60882768.0,2.0,,Thailand,False,Female,40_49,1.0
0.0,2.0,,2.0,1,2.0,172261660,,0.83319522,2.0,,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,,,,,,65.0,0.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,4.0,,,1.0,2,,60882768.0,2.0,,Thailand,False,Female,60_69,1.0
1.0,1.0,,2.0,2,2.0,172424271,1.0,0.90083994,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,2.0,2024,2.0,,2.0,,2.0,,,1.0,,2.0,1,,,,,2.0,,24.0,1.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,2.0,1.0,,1.0,,,4.0,,1.0,1.0,2,,60882768.0,2.0,2.0,Thailand,False,Male,23_29,2.0
0.0,,2.0,1.0,1,2.0,173018752,,2.229985505,,,4.0,2.0,,4.0,2.0,2.0,,,,,,4.0,THA,,0.0,4.0,2.0,2.0,,2.0,2024,2.0,2.0,,2.0,2.0,,,,,2.0,0,,,,,,2.0,20.0,1.0,2.0,,0.0,0,2.0,,Q3,East Asia & Pacific (excluding high income),,3.0,,,0.0,,,8.0,1.0,,1.0,2,,60882768.0,1.0,,Thailand,False,Female,18_22,2.0
0.0,2.0,,2.0,2,2.0,173132196,1.0,1.441651193,2.0,,1.0,2.0,,4.0,1.0,2.0,1.0,2.0,,,,4.0,THA,,1.0,4.0,,,2.0,2.0,2024,2.0,,,,2.0,,,,,2.0,1,,,,,2.0,,32.0,0.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),,1.0,1.0,,1.0,,,3.0,,1.0,1.0,2,,60882768.0,5.0,2.0,Thailand,False,Male,30_39,2.0
0.0,,,2.0,1,2.0,173181109,,0.42656637,,,4.0,2.0,,1.0,2.0,1.0,,,1.0,,,2.0,THA,,1.0,4.0,,,,1.0,2024,1.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,76.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,,,0.0,2.0,,4.0,,,2.0,2,,60882768.0,7.0,,Thailand,False,Female,70_plus,1.0
0.0,1.0,,5.0,2,2.0,173346433,,0.562277255,1.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,72.0,0.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,2.0,,8.0,,,1.0,2,,60882768.0,2.0,,Thailand,False,Male,70_plus,1.0
1.0,2.0,,3.0,2,2.0,173433964,,0.268443698,1.0,,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,1.0,THA,,1.0,4.0,,,1.0,3.0,2024,2.0,,,,2.0,,,,,2.0,1,,1.0,,,,,54.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,2.0,,1.0,1.0,,7.0,,,2.0,1,,60882768.0,1.0,,Thailand,False,Male,50_59,3.0
1.0,1.0,,4.0,1,2.0,173442387,2.0,0.930029135,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,,,2.0,1,,2.0,,,2.0,,17.0,1.0,2.0,2.0,1.0,1,2.0,,Q3,East Asia & Pacific (excluding high income),,1.0,2.0,,1.0,2.0,,5.0,,1.0,2.0,2,,60882768.0,2.0,2.0,Thailand,False,Female,17_or_less,1.0
0.0,3.0,,1.0,1,2.0,173452446,2.0,0.652831345,3.0,,2.0,2.0,,4.0,1.0,1.0,2.0,1.0,,,,3.0,THA,,0.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,2.0,,2.0,1,,2.0,,,2.0,,53.0,0.0,2.0,,1.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),1.0,,1.0,,0.0,2.0,,3.0,,2.0,1.0,1,,60882768.0,9.0,,Thailand,False,Female,50_59,1.0
1.0,1.0,,4.0,1,2.0,173608224,1.0,0.223689653,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,THA,,1.0,4.0,,,2.0,2.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,2.0,,60.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),,3.0,1.0,,1.0,1.0,,6.0,,1.0,1.0,1,,60882768.0,1.0,2.0,Thailand,False,Female,60_69,2.0
0.0,3.0,,5.0,1,2.0,173662832,,0.38341234,2.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,83.0,0.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,,1.0,,0.0,2.0,,6.0,,,2.0,1,,60882768.0,7.0,,Thailand,False,Female,70_plus,1.0
0.0,2.0,,4.0,2,2.0,173678091,,0.842163696,2.0,,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,,,,,,69.0,0.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),,2.0,1.0,,0.0,,,4.0,,,2.0,1,,60882768.0,2.0,,Thailand,False,Male,60_69,1.0
1.0,1.0,,2.0,2,2.0,173794944,1.0,1.967793621,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,1.0,THA,,1.0,4.0,,,2.0,2.0,2024,1.0,,,,2.0,,,2.0,,1.0,1,,1.0,,,2.0,,27.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,1,,60882768.0,2.0,2.0,Thailand,False,Male,23_29,2.0
1.0,2.0,,4.0,2,2.0,173949175,1.0,0.415457676,2.0,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,4.0,THA,,1.0,2.0,,,2.0,2.0,2024,2.0,,1.0,,2.0,,,1.0,,2.0,1,,,,,1.0,,35.0,1.0,1.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),,2.0,2.0,2.0,1.0,,2.0,1.0,,1.0,1.0,1,,60882768.0,5.0,1.0,Thailand,False,Male,30_39,2.0
1.0,1.0,,1.0,2,2.0,174117446,1.0,2.487136239,2.0,,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,,,,4.0,THA,,1.0,1.0,,,2.0,3.0,2024,2.0,,,,2.0,,,,,2.0,1,,,,,2.0,,28.0,1.0,1.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,2.0,1.0,1.0,1.0,,1.0,3.0,,1.0,1.0,1,,60882768.0,2.0,2.0,Thailand,False,Male,23_29,3.0
0.0,2.0,,3.0,1,2.0,174225436,,0.960637316,2.0,,4.0,2.0,,4.0,2.0,1.0,1.0,2.0,,,,2.0,THA,,0.0,2.0,,,2.0,2.0,2024,2.0,,,,2.0,,,,,2.0,1,,2.0,,,,,19.0,1.0,1.0,,0.0,1,2.0,,Q3,East Asia & Pacific (excluding high income),,1.0,2.0,2.0,0.0,2.0,2.0,5.0,,,2.0,2,,60882768.0,4.0,,Thailand,False,Female,18_22,2.0
0.0,2.0,,1.0,2,2.0,174424368,,0.446330707,2.0,,4.0,2.0,,1.0,2.0,1.0,2.0,2.0,1.0,,,2.0,THA,,1.0,2.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,1.0,,2.0,1,,2.0,,,,,79.0,0.0,1.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),,,1.0,2.0,0.0,2.0,2.0,3.0,,,1.0,1,,60882768.0,7.0,,Thailand,False,Male,70_plus,1.0
1.0,1.0,,3.0,1,2.0,174488977,1.0,0.658518656,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,,,,1.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,,,2.0,1,,2.0,,,2.0,,35.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,1.0,1.0,,1.0,1.0,,4.0,,1.0,1.0,2,,60882768.0,5.0,3.0,Thailand,False,Female,30_39,1.0
1.0,1.0,,2.0,1,2.0,174503607,,0.180975073,3.0,,4.0,2.0,,4.0,2.0,2.0,1.0,2.0,,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,1.0,,2.0,1,,,,,,,48.0,0.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,4.0,,,1.0,2,,60882768.0,4.0,,Thailand,False,Female,40_49,1.0
1.0,1.0,,2.0,2,2.0,174504815,1.0,0.228521128,2.0,,1.0,2.0,,4.0,1.0,1.0,1.0,2.0,,,,1.0,THA,,1.0,1.0,,,2.0,2.0,2024,2.0,,,,2.0,,,1.0,,2.0,1,,1.0,,,1.0,,54.0,0.0,1.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,1,,60882768.0,2.0,1.0,Thailand,False,Male,50_59,2.0
