merchantpay_dig,account_usage,no_account_insufficient_funds,emergency_fund_source,female,received_public_pension,respondent_id,wages_mobile,survey_weight,account_ownership,mobile_money_activity,received_wages,saved_bank,saved_mobile_money,received_transfers,recieved_wages,made_utility_payment,received_acc_balance_info,store_money_account,agriculture_payment_account,ever_had_mobile_money_account,mobile_money_usage,utility_payment,economycode,no_mobile_account_lack_documentation,any_digital_payment,received_agriculture_payment,no_account_lack_of_trust,no_account_distance,credit_card_ownership,education_level,survey_year,borrowed_from_family_friends,no_account_too_expensive,agricultural_payment_mobile,no_account_documentation,borrowed_from_formal_bank,utility_payment_cash,mobile_money_send_recieve,sent_domestic_remittance_account,no_mobile_agents_far,applied_for_mobile_loan,financial_instituion_account,wages_card,utility_payment_bank,mobile_money_transaction,no_mobile_account_too_expensive,wage_payment_method,no_account_family_member,age,saved_money,recieved_agricultural_payment,borrowed_from_savings_club,borrowed_money,account_ownership,received_goverment_transfer,agri_payment_card,income_quintile,world_bank_region,account_transaction_activity,emergency_fund_access,debit_card_ownership,agri_payment_bank,mobile_money_account,utility_payment_mobile,agri_payment_mobile,financial_health_indicator,ever_had_bank_account,wages_bank_account,employment_status,debit_card_ownership,agriculture_payment_method,adult_population,emergency_funds,high_withdrawal_fee_wages,economy,codes_found,gender,age_group,education_original
1.0,1.0,,1.0,1,2.0,147031842,,0.138056999,1.0,,4.0,2.0,2.0,4.0,2.0,2.0,,,,2.0,,4.0,THA,,1.0,2.0,,,2.0,3.0,2021,2.0,,,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,46.0,1.0,1.0,,0.0,1,2.0,1.0,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,2.0,1.0,2.0,0.0,,2.0,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,40_49,3.0
1.0,1.0,,,1,2.0,176618702,2.0,0.292003301,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,23.0,1.0,2.0,2.0,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,,,,1.0,1.0,,1.0,,1.0,1.0,2,,58246340.0,8.0,2.0,Thailand,False,Female,23_29,3.0
1.0,1.0,,3.0,1,2.0,137257404,2.0,0.185880027,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,,1.0,1.0,2.0,,44.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,4.0,,,1.0,,,2.0,,1.0,1.0,2,,58246340.0,1.0,2.0,Thailand,False,Female,40_49,3.0
1.0,1.0,,,1,2.0,210374757,,0.208280098,1.0,,4.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,,1.0,,2.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,1.0,1.0,,2.0,1.0,2.0,1,,2.0,,2.0,,,37.0,1.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),1.0,,2.0,,0.0,2.0,,3.0,,,1.0,1,,58246340.0,7.0,,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,2,2.0,149916659,2.0,0.391501521,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,THA,3.0,1.0,1.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,1.0,,47.0,1.0,1.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,,1.0,0.0,1.0,2.0,,,1.0,1.0,2,,58246340.0,1.0,2.0,Thailand,False,Male,40_49,3.0
0.0,,2.0,,2,2.0,122939741,2.0,0.320622614,,,2.0,2.0,2.0,4.0,1.0,2.0,,,,2.0,,4.0,THA,2.0,0.0,4.0,1.0,2.0,,2.0,2021,1.0,2.0,,2.0,2.0,,,1.0,2.0,2.0,0,1.0,,,1.0,2.0,2.0,40.0,0.0,2.0,,1.0,0,2.0,,Q2,East Asia & Pacific (excluding high income),,,,,0.0,,,,1.0,2.0,1.0,2,,58246340.0,8.0,,Thailand,False,Male,40_49,2.0
1.0,1.0,,,1,2.0,207083594,2.0,0.337552293,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,,,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,1.0,2.0,,33.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,,,,0.0,2.0,,,,1.0,1.0,2,,58246340.0,8.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,2,2.0,136465109,2.0,0.180142039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,35.0,1.0,2.0,1.0,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,4.0,1.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,3.0,2,2.0,116091018,1.0,0.167033585,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,2.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,44.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Male,40_49,3.0
0.0,2.0,,1.0,2,2.0,153288864,,1.052714004,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,,,2.0,2.0,,4.0,THA,,1.0,2.0,,,2.0,1.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,57.0,0.0,1.0,,0.0,1,1.0,1.0,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,1.0,,2.0,1.0,,2.0,1.0,,,1.0,2,,58246340.0,2.0,,Thailand,False,Male,50_59,1.0
1.0,1.0,,2.0,1,2.0,203363347,2.0,0.138056999,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,THA,1.0,1.0,4.0,,,4.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,2.0,2.0,1.0,2.0,,38.0,0.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,2.0,2.0,,1.0,1.0,,3.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,,2,2.0,181596256,,4.124937688,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,THA,3.0,1.0,1.0,,,2.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,,,1.0,,,39.0,1.0,1.0,2.0,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,,,1.0,1.0,,4.0,,,,1.0,2,,58246340.0,8.0,,Thailand,False,Male,30_39,5.0
1.0,1.0,,2.0,1,2.0,128542802,2.0,0.906454961,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,1.0,,48.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,40_49,2.0
1.0,1.0,,3.0,1,2.0,152246035,1.0,1.162450402,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,,4.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,,,1.0,2.0,,30.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,2.0,,,1.0,,,,,1.0,1.0,2,,58246340.0,4.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,2.0,2,2.0,193157496,,0.80687012,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,1.0,2.0,1.0,,,47.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,,,,1.0,2,,58246340.0,4.0,,Thailand,False,Male,40_49,2.0
1.0,1.0,,3.0,2,2.0,143195635,2.0,0.628404323,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,1.0,,4.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,1.0,2.0,1,,,,1.0,2.0,,42.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,0.0,,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,40_49,3.0
1.0,1.0,,3.0,2,2.0,132518768,1.0,0.824988482,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,1.0,,2.0,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,2.0,,35.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,,,1.0,1.0,,3.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,,1,1.0,115497120,,0.253316168,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,1.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,,,46.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,,,,1.0,2.0,,3.0,,,1.0,2,,58246340.0,9.0,,Thailand,False,Female,40_49,3.0
1.0,1.0,,,2,2.0,159016719,2.0,1.513571473,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,2.0,THA,1.0,1.0,4.0,,,1.0,1.0,2021,1.0,,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,45.0,1.0,2.0,2.0,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,,,,1.0,2.0,,4.0,,1.0,1.0,2,,58246340.0,7.0,2.0,Thailand,False,Male,40_49,1.0
0.0,2.0,,3.0,1,1.0,132513065,,5.714441691,2.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,2.0,,1.0,1.0,,1.0,2.0,2.0,1,,2.0,,2.0,,,69.0,1.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,0.0,2.0,,2.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,60_69,1.0
1.0,1.0,,3.0,1,2.0,190058776,,0.138056999,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,2.0,2.0,1.0,2.0,1,,2.0,1.0,1.0,,,55.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,3.0,,,1.0,1.0,,,,,2.0,2,,58246340.0,1.0,,Thailand,False,Female,50_59,3.0
1.0,1.0,,2.0,1,2.0,166013336,,0.348446705,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,,1.0,1.0,,,37.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,,,1.0,,,,,,2.0,2,,58246340.0,2.0,,Thailand,False,Female,30_39,3.0
0.0,1.0,,3.0,2,2.0,129184487,2.0,3.536007908,1.0,,1.0,1.0,2.0,4.0,1.0,2.0,2.0,,,2.0,,4.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,2.0,2.0,1,,,,2.0,2.0,,52.0,1.0,2.0,,0.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,0.0,,,,,1.0,1.0,1,,58246340.0,5.0,2.0,Thailand,False,Male,50_59,3.0
1.0,1.0,,3.0,1,2.0,184261353,,0.138056999,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,4.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,,2.0,1.0,,,23.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,1.0,,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,23_29,3.0
0.0,2.0,,2.0,2,2.0,195346616,,2.620112369,2.0,,4.0,1.0,2.0,4.0,2.0,1.0,2.0,,,2.0,,2.0,THA,,0.0,4.0,,,1.0,1.0,2021,2.0,,,,2.0,1.0,,2.0,2.0,2.0,1,,2.0,,2.0,,,37.0,1.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,2.0,,0.0,2.0,,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,30_39,1.0
1.0,1.0,,3.0,1,2.0,199212857,,0.579680122,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,2.0,2.0,,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,,,35.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,1.0,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,30_39,2.0
0.0,2.0,,1.0,1,2.0,120685573,,0.648125606,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,1.0,2021,2.0,,2.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,62.0,0.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,1.0,,,0.0,,,2.0,,,2.0,2,,58246340.0,2.0,,Thailand,False,Female,60_69,1.0
1.0,2.0,,2.0,2,2.0,165600021,,0.905456944,1.0,,4.0,2.0,2.0,1.0,2.0,2.0,,,1.0,2.0,,4.0,THA,,1.0,4.0,,,2.0,1.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,28.0,0.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,1.0,,,4.0,,,1.0,1,,58246340.0,4.0,,Thailand,False,Male,23_29,1.0
1.0,1.0,,1.0,1,2.0,148635701,,0.533798491,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,THA,3.0,1.0,2.0,,,1.0,2.0,2021,2.0,,1.0,,1.0,,,1.0,1.0,2.0,1,,2.0,,1.0,,,42.0,1.0,1.0,,1.0,1,1.0,1.0,Q4,East Asia & Pacific (excluding high income),1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,1.0,1,,58246340.0,1.0,,Thailand,False,Female,40_49,2.0
1.0,1.0,,1.0,2,2.0,141360695,,0.569880293,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,THA,,1.0,1.0,,,1.0,1.0,2021,2.0,,2.0,,2.0,1.0,1.0,1.0,1.0,2.0,1,,2.0,1.0,2.0,,,48.0,1.0,1.0,2.0,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,,,1.0,1,,58246340.0,4.0,,Thailand,False,Male,40_49,1.0
1.0,2.0,,1.0,2,2.0,203144796,,4.84750417,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,,,1.0,1.0,2.0,2.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,1,,2.0,1.0,1.0,,,21.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,2.0,2.0,,1.0,2.0,,1.0,,,2.0,1,,58246340.0,5.0,,Thailand,False,Male,18_22,2.0
1.0,1.0,,3.0,1,2.0,146076486,2.0,0.492041084,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,27.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,3.0
0.0,,1.0,3.0,1,2.0,154650443,,0.138056999,,,4.0,2.0,2.0,4.0,2.0,2.0,,,,1.0,,4.0,THA,,0.0,4.0,2.0,2.0,,3.0,2021,2.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,0,,,,2.0,,2.0,35.0,1.0,2.0,,0.0,0,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),,3.0,,,0.0,,,,1.0,,1.0,2,,58246340.0,1.0,,Thailand,False,Female,30_39,3.0
1.0,1.0,,1.0,1,2.0,179578332,2.0,0.171630533,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,4.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,1.0,,1.0,1.0,2.0,,23.0,0.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,,,2.0,,2.0,1.0,2,,58246340.0,2.0,,Thailand,False,Female,23_29,3.0
1.0,1.0,,2.0,1,2.0,130599665,1.0,0.179869145,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,1,,2.0,1.0,1.0,2.0,,38.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,2.0,1.0,,1.0,1.0,,2.0,,2.0,1.0,1,,58246340.0,2.0,1.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,1,2.0,142551845,2.0,0.227863973,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,37.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,,1,2.0,145871335,,0.138056999,1.0,,4.0,2.0,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,2.0,,1.0,,,62.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,,2.0,,1.0,1.0,,2.0,,,2.0,1,,58246340.0,7.0,,Thailand,False,Female,60_69,3.0
1.0,1.0,,,1,2.0,192575016,,1.113824762,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,THA,2.0,1.0,2.0,,,1.0,1.0,2021,1.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,,,33.0,1.0,1.0,,1.0,1,1.0,1.0,Q4,East Asia & Pacific (excluding high income),2.0,,2.0,2.0,1.0,1.0,2.0,3.0,,,1.0,1,,58246340.0,8.0,,Thailand,False,Female,30_39,1.0
1.0,2.0,,,2,2.0,161831812,,2.320584425,1.0,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,,1.0,2.0,2.0,1,,,,2.0,,,26.0,0.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,,1.0,,1.0,,,4.0,,,1.0,1,,58246340.0,8.0,,Thailand,False,Male,23_29,2.0
1.0,1.0,,3.0,2,2.0,194405066,2.0,0.678697635,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,1.0,,,1.0,1.0,2.0,1,,2.0,,1.0,2.0,,41.0,0.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,0.0,1.0,,,,1.0,1.0,1,,58246340.0,4.0,2.0,Thailand,False,Male,40_49,3.0
1.0,1.0,,1.0,1,2.0,156403337,2.0,0.138056999,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,2.0,,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,1,,2.0,1.0,1.0,2.0,,28.0,1.0,2.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,,,1.0,2.0,,2.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,2.0
1.0,1.0,,3.0,1,2.0,171959584,2.0,0.32663672,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,,2.0,2.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,26.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,2.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,3.0
1.0,1.0,,3.0,1,2.0,159893128,2.0,0.138056999,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,56.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Female,50_59,3.0
1.0,1.0,,,2,2.0,149050588,2.0,0.404584751,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,1.0,,1.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,,,1.0,,,2.0,1.0,2.0,1,,1.0,,2.0,2.0,,50.0,1.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),1.0,,2.0,,0.0,2.0,,,,1.0,1.0,1,,58246340.0,8.0,2.0,Thailand,False,Male,50_59,3.0
1.0,1.0,,1.0,2,1.0,196537105,2.0,0.138056999,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,1.0,,2.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,1.0,,62.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,60_69,3.0
1.0,1.0,,3.0,2,2.0,114838202,2.0,0.80687012,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,1.0,2021,2.0,,2.0,,1.0,,2.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,51.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,4.0,1.0,Thailand,False,Male,50_59,1.0
1.0,1.0,,3.0,1,2.0,181224337,1.0,0.588550094,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,,,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,2.0,1.0,1.0,2.0,1,,1.0,2.0,1.0,2.0,,37.0,1.0,2.0,,0.0,1,2.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,,,1.0,1.0,2,,58246340.0,2.0,3.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,1.0,1,2.0,167589060,,1.591036062,1.0,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,,4.0,THA,3.0,1.0,2.0,,,1.0,2.0,2021,2.0,,2.0,,1.0,,,2.0,2.0,2.0,1,,,,1.0,,,47.0,1.0,1.0,,1.0,1,1.0,1.0,Q4,East Asia & Pacific (excluding high income),2.0,1.0,2.0,2.0,0.0,,2.0,1.0,,,1.0,1,,58246340.0,4.0,,Thailand,False,Female,40_49,2.0
1.0,1.0,,3.0,1,2.0,193850941,1.0,0.640126926,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,2.0,,1.0,2.0,,37.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,1,2.0,174922163,2.0,0.28810274,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,1.0,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,28.0,0.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,3.0,,2.0,1.0,2,2.0,58246340.0,2.0,,Thailand,False,Female,23_29,3.0
